Id,ActivityDate,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,DayOfTheWeek
1644430081,21/4/2016,1223,0.89,0,0,1,0,0,0,38,1402,2140,Thursday
1624580081,21/4/2016,6349,4.13,0,0,4,0,0,0,186,1254,1467,Thursday
8583815059,21/4/2016,8538,6.66,3,1,3,0,35,18,158,1229,2883,Thursday
7007744171,21/4/2016,13744,9.19,2,2,5,0,30,34,327,1049,2763,Thursday
5553957443,21/4/2016,12346,8.06,3,2,3,0,47,42,177,801,2066,Thursday
4558609924,21/4/2016,13743,9.08,0,1,8,0,6,21,432,844,2486,Thursday
4388161847,21/4/2016,10055,7.73,0,0,7,0,7,12,272,853,3069,Thursday
2022484408,21/4/2016,12453,8.74,3,1,4,0,104,53,255,1028,3158,Thursday
2347167796,21/4/2016,10080,6.75,2,2,3,0,23,26,208,761,2048,Thursday
6962181067,21/4/2016,11835,9.71,4,2,4,0,53,27,214,708,2179,Thursday
8378563200,22/4/2016,12200,9.67,5,1,4,0,113,12,159,769,4044,Friday
5577150313,22/4/2016,9172,6.85,2,1,3,0,62,30,200,823,3329,Friday
8877689391,22/4/2016,18258,16.31,10,0,6,0,61,2,236,1141,3427,Friday
5553957443,22/4/2016,11682,7.63,1,1,6,0,25,16,270,781,2105,Friday
7086361926,22/4/2016,9753,6.53,3,1,3,0,58,59,153,762,2846,Friday
1624580081,22/4/2016,4026,2.62,0,0,3,0,0,0,199,1241,1470,Friday
2022484408,22/4/2016,12954,9.33,4,0,4,0,52,10,273,1105,2638,Friday
4388161847,22/4/2016,12139,9.34,3,1,5,0,77,25,220,945,3544,Friday
7007744171,22/4/2016,15299,10.24,4,2,4,0,64,50,261,1065,2889,Friday
4558609924,22/4/2016,9601,6.35,1,2,3,0,20,25,273,1122,2094,Friday
1503960366,22/4/2016,12764,8.13,5,1,2,0,66,27,130,1217,1827,Friday
6962181067,22/4/2016,10725,7.09,2,2,4,0,30,33,240,659,2086,Friday
8583815059,22/4/2016,8687,6.78,0,2,4,0,4,54,212,1170,2944,Friday
2873212765,22/4/2016,7286,4.90,0,0,4,0,46,0,366,1028,2241,Friday
1844505072,22/4/2016,5372,3.55,0,0,4,0,0,0,220,1220,1827,Friday
1927972279,22/4/2016,149,0.10,0,0,0,0,0,0,10,1430,2093,Friday
2026352035,22/4/2016,2915,1.81,0,0,2,0,0,0,162,712,1399,Friday
2320127002,22/4/2016,5583,3.76,0,0,4,0,0,0,266,1174,1851,Friday
4020332650,22/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Friday
4445114986,22/4/2016,6831,4.58,0,0,5,0,0,0,317,706,2432,Friday
4702921684,22/4/2016,1664,1.35,0,0,1,0,0,0,72,1341,2241,Friday
6117666160,22/4/2016,8206,6.20,0,0,6,0,0,0,402,413,2409,Friday
6290855005,22/4/2016,6238,4.72,0,0,5,0,0,0,302,1138,2796,Friday
6775888955,22/4/2016,637,0.46,0,0,0,0,0,0,20,1420,1922,Friday
8253242879,22/4/2016,2824,1.87,0,0,2,0,0,0,120,1320,1651,Friday
1644430081,22/4/2016,3673,2.67,0,0,3,0,0,0,86,1354,2344,Friday
3372868164,22/4/2016,3843,2.62,0,0,3,0,0,0,206,1234,1669,Friday
8792009665,22/4/2016,4068,2.60,0,0,2,0,1,20,195,817,2419,Friday
4319703577,22/4/2016,4500,3.02,0,1,2,0,1,19,176,709,1886,Friday
2347167796,22/4/2016,7804,5.16,1,2,3,0,9,27,206,781,1946,Friday
8053475328,22/4/2016,10520,8.29,6,0,2,0,60,3,117,1260,2655,Friday
3977333714,22/4/2016,8911,5.96,2,1,3,0,33,12,188,731,1481,Friday
8583815059,23/4/2016,9423,7.35,1,2,5,0,7,44,238,1151,3012,Saturday
8877689391,23/4/2016,11200,7.43,0,0,7,0,102,6,300,1032,3891,Saturday
4388161847,23/4/2016,13236,10.18,5,0,5,0,58,5,215,749,3306,Saturday
3372868164,23/4/2016,7396,5.07,1,0,4,0,20,2,303,1115,1995,Saturday
8378563200,23/4/2016,5709,4.53,2,1,2,0,19,10,136,740,2908,Saturday
5553957443,23/4/2016,4112,2.69,0,0,3,0,0,0,272,443,1776,Saturday
7086361926,23/4/2016,2817,1.81,0,0,2,0,0,0,90,1350,1965,Saturday
8792009665,23/4/2016,5245,3.36,0,0,3,0,8,45,232,795,2748,Saturday
8053475328,23/4/2016,22359,17.19,13,1,4,0,125,14,223,741,3554,Saturday
8253242879,23/4/2016,9282,6.26,2,1,3,0,30,26,191,1193,2132,Saturday
1624580081,23/4/2016,8538,5.55,0,0,6,0,0,0,227,1213,1562,Saturday
5577150313,23/4/2016,7638,5.71,1,0,4,0,24,24,223,627,3152,Saturday
2873212765,23/4/2016,9317,6.35,2,0,4,0,28,5,330,1077,2021,Saturday
4702921684,23/4/2016,15126,12.27,1,3,8,0,9,66,408,469,3691,Saturday
6962181067,23/4/2016,20031,13.24,4,2,7,0,58,41,347,484,2571,Saturday
1844505072,23/4/2016,3570,2.36,0,0,2,0,0,0,139,1301,1645,Saturday
1927972279,23/4/2016,2945,2.04,0,0,2,0,0,0,145,1295,2499,Saturday
2022484408,23/4/2016,6001,4.21,0,0,4,0,0,0,249,1191,2069,Saturday
2026352035,23/4/2016,12357,7.71,0,0,8,0,0,0,432,458,1916,Saturday
2320127002,23/4/2016,5079,3.42,0,0,3,0,0,0,242,1129,1804,Saturday
3977333714,23/4/2016,12058,8.07,0,4,4,0,0,92,252,724,1638,Saturday
4020332650,23/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Saturday
4319703577,23/4/2016,4935,3.31,0,0,3,0,0,0,233,546,1945,Saturday
4445114986,23/4/2016,4363,2.93,0,0,3,0,0,0,201,1239,2149,Saturday
6117666160,23/4/2016,11495,8.68,0,0,9,0,0,0,512,468,2651,Saturday
6290855005,23/4/2016,0,0.00,0,0,0,0,33,0,0,1407,2664,Saturday
6775888955,23/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1841,Saturday
4558609924,23/4/2016,6890,4.55,0,0,4,0,5,5,308,1122,2085,Saturday
1644430081,23/4/2016,6637,4.83,0,1,4,0,0,15,160,1265,2677,Saturday
1503960366,23/4/2016,14371,9.04,3,1,5,0,41,21,262,732,1949,Saturday
7007744171,23/4/2016,8093,5.41,0,1,4,0,2,25,223,1190,2284,Saturday
2347167796,23/4/2016,16901,11.37,3,1,7,0,32,35,360,591,2629,Saturday
8877689391,24/4/2016,16674,15.74,11,0,5,0,64,1,227,1148,3455,Sunday
4702921684,24/4/2016,15050,12.22,1,5,6,0,15,95,281,542,3538,Sunday
8053475328,24/4/2016,22988,17.95,13,2,3,0,129,33,182,1096,3577,Sunday
8792009665,24/4/2016,400,0.26,0,0,0,0,3,8,19,1410,1799,Sunday
2320127002,24/4/2016,4165,2.81,0,0,3,0,0,0,204,1236,1725,Sunday
7086361926,24/4/2016,3520,2.16,0,0,2,0,0,0,125,566,2049,Sunday
4319703577,24/4/2016,4081,2.74,0,0,2,0,1,5,191,692,1880,Sunday
4558609924,24/4/2016,8563,5.66,0,0,6,0,0,0,395,1045,2173,Sunday
8253242879,24/4/2016,8905,7.13,6,0,1,0,41,4,82,1313,1976,Sunday
3372868164,24/4/2016,6731,4.59,1,0,3,0,14,7,292,1127,1921,Sunday
1927972279,24/4/2016,2090,1.45,0,0,1,0,1,6,75,1358,2324,Sunday
1624580081,24/4/2016,6076,3.95,1,1,2,0,16,18,185,1221,1617,Sunday
1644430081,24/4/2016,3321,2.41,0,0,2,0,0,0,89,1351,2413,Sunday
1844505072,24/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1347,Sunday
2026352035,24/4/2016,3490,2.16,0,0,2,0,0,0,164,704,1401,Sunday
2347167796,24/4/2016,9471,6.26,0,0,6,0,0,0,360,584,2187,Sunday
3977333714,24/4/2016,14112,10.00,3,5,2,0,30,95,129,660,1655,Sunday
4020332650,24/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Sunday
4445114986,24/4/2016,5002,3.36,0,0,3,0,0,0,244,1196,2247,Sunday
5553957443,24/4/2016,1807,1.18,0,0,1,0,0,0,104,582,1507,Sunday
6117666160,24/4/2016,7623,5.76,0,0,6,0,0,0,362,711,2305,Sunday
6290855005,24/4/2016,5896,4.46,0,0,4,0,0,0,258,1182,2703,Sunday
6962181067,24/4/2016,5029,3.32,0,0,3,0,0,0,199,720,1705,Sunday
7007744171,24/4/2016,11085,7.42,0,0,7,0,0,0,419,1021,2667,Sunday
8378563200,24/4/2016,3703,2.94,0,0,3,0,0,0,135,734,2741,Sunday
6775888955,24/4/2016,2153,1.54,1,1,0,0,11,18,11,1400,2053,Sunday
2873212765,24/4/2016,6873,4.68,3,0,2,0,46,1,190,1203,1898,Sunday
1503960366,24/4/2016,10039,6.41,3,0,3,0,39,5,238,709,1788,Sunday
2022484408,24/4/2016,13481,10.28,5,1,5,0,37,26,216,1161,2529,Sunday
5577150313,24/4/2016,15764,11.78,8,2,2,0,210,65,141,425,4392,Sunday
8583815059,24/4/2016,8286,6.46,0,2,4,0,2,44,206,1188,2889,Sunday
4388161847,24/4/2016,10243,7.88,1,1,6,0,14,8,239,584,2885,Sunday
8378563200,25/4/2016,12405,9.84,5,1,4,0,117,16,141,692,4005,Monday
8877689391,25/4/2016,12986,8.74,2,0,6,0,113,8,218,1101,3802,Monday
3977333714,25/4/2016,11177,8.48,6,0,2,0,50,9,133,781,1570,Monday
6775888955,25/4/2016,6474,4.64,2,0,2,0,33,13,92,1302,2484,Monday
4702921684,25/4/2016,9167,7.43,0,1,6,0,6,15,270,730,3064,Monday
7086361926,25/4/2016,10091,6.82,4,1,2,0,69,39,129,706,2752,Monday
2022484408,25/4/2016,11369,8.01,3,0,4,0,44,8,217,1171,2470,Monday
4319703577,25/4/2016,9259,6.21,0,0,6,0,0,8,390,544,2314,Monday
5577150313,25/4/2016,6393,4.78,1,1,3,0,61,38,214,743,3374,Monday
1503960366,25/4/2016,15355,9.80,5,1,4,0,73,14,216,814,2013,Monday
4388161847,25/4/2016,12961,9.97,1,1,8,0,11,31,301,1054,3288,Monday
2320127002,25/4/2016,3588,2.42,0,0,2,0,3,5,152,1280,1654,Monday
1844505072,25/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1347,Monday
1927972279,25/4/2016,152,0.11,0,0,0,0,0,0,12,1303,2100,Monday
2026352035,25/4/2016,6017,3.73,0,0,4,0,0,0,260,821,1576,Monday
2873212765,25/4/2016,7373,4.95,0,0,5,0,0,0,359,1081,1907,Monday
3372868164,25/4/2016,5995,4.09,0,0,4,0,0,0,416,1024,2010,Monday
4020332650,25/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Monday
4445114986,25/4/2016,3385,2.27,0,0,2,0,0,0,179,916,2070,Monday
6117666160,25/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1497,Monday
8792009665,25/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1688,Monday
1624580081,25/4/2016,6497,4.22,0,0,4,0,0,0,202,1238,1492,Monday
5553957443,25/4/2016,10946,7.19,3,1,4,0,51,11,201,732,2033,Monday
1644430081,25/4/2016,3580,2.60,1,0,2,0,8,1,94,1337,2497,Monday
6290855005,25/4/2016,7802,5.90,1,0,5,0,8,3,249,1180,2771,Monday
8053475328,25/4/2016,20500,15.69,11,0,4,0,118,9,209,1104,3403,Monday
4558609924,25/4/2016,8095,5.35,1,0,5,0,18,10,340,993,2225,Monday
2347167796,25/4/2016,9482,6.38,1,1,5,0,15,11,277,653,2095,Monday
8253242879,25/4/2016,6829,4.51,0,2,2,0,7,54,118,1261,1909,Monday
8583815059,25/4/2016,4503,3.51,1,0,2,0,18,6,122,1294,2547,Monday
6962181067,25/4/2016,13239,9.27,3,2,4,0,35,31,282,637,2194,Monday
7007744171,25/4/2016,18229,13.34,4,1,8,0,51,24,379,986,3055,Monday
6775888955,26/4/2016,7091,5.27,3,1,1,0,42,30,47,1321,2584,Tuesday
8877689391,26/4/2016,11101,8.43,2,0,7,0,22,3,258,1157,2860,Tuesday
7086361926,26/4/2016,10387,7.07,4,1,2,0,70,33,132,726,2781,Tuesday
4388161847,26/4/2016,9461,7.28,1,1,5,0,14,23,224,673,2929,Tuesday
3372868164,26/4/2016,8283,5.79,2,0,4,0,22,2,333,1083,2057,Tuesday
8053475328,26/4/2016,12685,9.62,6,0,3,0,68,5,185,1182,2846,Tuesday
5577150313,26/4/2016,5325,3.98,1,1,2,0,38,32,181,759,3088,Tuesday
8583815059,26/4/2016,10499,8.19,0,4,4,0,1,91,214,1134,3093,Tuesday
7007744171,26/4/2016,15090,10.10,1,1,8,0,16,22,424,978,2939,Tuesday
5553957443,26/4/2016,11886,7.76,2,1,4,0,40,18,238,750,2093,Tuesday
4558609924,26/4/2016,9148,6.05,0,2,4,0,12,41,283,1062,2223,Tuesday
2873212765,26/4/2016,8242,5.54,0,0,5,0,2,5,309,1124,1882,Tuesday
6117666160,26/4/2016,9543,7.21,0,0,7,0,0,7,352,1077,2450,Tuesday
6962181067,26/4/2016,10433,6.90,3,0,4,0,36,7,254,680,2012,Tuesday
1503960366,26/4/2016,13755,8.79,2,1,6,0,31,23,279,833,1970,Tuesday
3977333714,26/4/2016,11388,7.62,0,4,3,0,7,95,170,797,1551,Tuesday
8378563200,26/4/2016,16208,12.85,8,1,4,0,90,18,161,593,3763,Tuesday
8253242879,26/4/2016,4562,3.04,1,0,1,0,19,14,108,1299,1813,Tuesday
1844505072,26/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1347,Tuesday
1927972279,26/4/2016,3761,2.60,0,0,3,0,0,0,192,1058,2638,Tuesday
2026352035,26/4/2016,5933,3.68,0,0,4,0,0,0,288,1018,1595,Tuesday
2320127002,26/4/2016,3409,2.30,0,0,2,0,0,0,147,1293,1632,Tuesday
2347167796,26/4/2016,5980,3.95,0,0,4,0,0,0,227,732,1861,Tuesday
4020332650,26/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Tuesday
6290855005,26/4/2016,0,0.00,0,0,0,0,0,0,0,1440,2060,Tuesday
8792009665,26/4/2016,1321,0.85,0,0,1,0,0,0,80,1360,1928,Tuesday
1624580081,26/4/2016,2826,1.84,0,0,2,0,0,0,140,1300,1402,Tuesday
1644430081,26/4/2016,9919,7.21,1,2,5,0,11,41,223,1165,3123,Tuesday
4319703577,26/4/2016,9899,6.64,1,1,5,0,8,21,288,649,2236,Tuesday
4445114986,26/4/2016,6326,4.41,2,0,2,0,29,1,180,839,2291,Tuesday
2022484408,26/4/2016,10119,7.19,1,1,5,0,55,24,275,1086,2793,Tuesday
4702921684,26/4/2016,6108,4.95,0,0,5,0,1,8,216,765,2784,Tuesday
4702921684,27/4/2016,7047,5.72,0,1,5,0,1,16,238,733,2908,Wednesday
8877689391,27/4/2016,23629,20.65,13,0,7,0,93,8,235,1104,3808,Wednesday
8253242879,27/4/2016,10232,8.18,6,0,2,0,45,5,104,1286,2008,Wednesday
4558609924,27/4/2016,9557,6.32,2,1,3,0,27,14,312,1087,2098,Wednesday
3372868164,27/4/2016,7904,5.42,2,1,3,0,24,13,346,1057,2095,Wednesday
4388161847,27/4/2016,11193,8.61,1,3,5,0,11,48,241,684,3074,Wednesday
5553957443,27/4/2016,10538,6.88,1,1,5,0,16,16,206,745,1922,Wednesday
2022484408,27/4/2016,10159,7.13,1,1,5,0,19,20,282,1119,2463,Wednesday
4445114986,27/4/2016,7243,5.03,3,0,2,0,32,1,194,839,2361,Wednesday
6290855005,27/4/2016,5565,4.21,0,0,4,0,0,0,287,1153,2743,Wednesday
8378563200,27/4/2016,7359,5.84,0,0,5,0,4,4,192,676,3061,Wednesday
6962181067,27/4/2016,10320,6.82,1,2,4,0,7,38,279,697,2034,Wednesday
3977333714,27/4/2016,7193,5.04,0,0,5,0,0,10,176,714,1377,Wednesday
7086361926,27/4/2016,11107,8.34,6,0,3,0,55,6,145,829,2693,Wednesday
1624580081,27/4/2016,8367,5.44,1,2,2,0,17,36,154,1233,1670,Wednesday
1644430081,27/4/2016,3032,2.20,0,0,2,0,0,0,118,1322,2489,Wednesday
1844505072,27/4/2016,4,0.00,0,0,0,0,0,0,1,1439,1348,Wednesday
1927972279,27/4/2016,0,0.00,0,0,0,0,0,0,0,1440,2063,Wednesday
2026352035,27/4/2016,6088,3.77,0,0,4,0,0,0,286,586,1593,Wednesday
2320127002,27/4/2016,1715,1.16,0,0,1,0,0,0,82,1358,1481,Wednesday
2873212765,27/4/2016,3516,2.36,0,0,2,0,46,0,197,1197,1966,Wednesday
4020332650,27/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Wednesday
6117666160,27/4/2016,9411,7.11,0,0,7,0,0,0,458,417,2576,Wednesday
6775888955,27/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1841,Wednesday
8792009665,27/4/2016,1758,1.13,0,0,1,0,0,0,112,900,2067,Wednesday
5577150313,27/4/2016,6805,5.14,2,0,3,0,63,16,190,773,3294,Wednesday
2347167796,27/4/2016,11423,7.58,2,0,5,0,26,9,295,623,2194,Wednesday
8053475328,27/4/2016,12422,9.82,6,0,3,0,60,10,183,1187,2852,Wednesday
4319703577,27/4/2016,10780,7.23,0,2,5,0,6,47,300,680,2324,Wednesday
1503960366,27/4/2016,18134,12.21,6,0,5,0,78,11,243,1108,2159,Wednesday
8583815059,27/4/2016,12474,9.73,7,0,3,0,77,5,129,1229,3142,Wednesday
7007744171,27/4/2016,13541,10.22,4,1,5,0,50,12,337,1041,2830,Wednesday
1503960366,28/4/2016,13154,8.53,4,1,4,0,48,28,189,782,1898,Thursday
8877689391,28/4/2016,14890,11.30,5,0,6,0,58,8,231,1143,3060,Thursday
7086361926,28/4/2016,11584,7.80,3,2,3,0,54,48,161,810,2862,Thursday
1644430081,28/4/2016,9405,6.84,0,2,4,0,3,53,227,1157,3108,Thursday
6962181067,28/4/2016,12627,8.35,3,0,6,0,38,8,288,621,2182,Thursday
1844505072,28/4/2016,6907,4.57,0,0,5,0,0,0,302,1138,1992,Thursday
8583815059,28/4/2016,6174,4.82,0,1,4,0,0,28,203,1209,2757,Thursday
4558609924,28/4/2016,9451,6.25,0,0,6,0,1,11,367,985,2185,Thursday
8253242879,28/4/2016,2718,1.80,1,1,0,0,11,16,20,1393,1580,Thursday
4702921684,28/4/2016,9023,7.32,1,0,6,0,14,9,232,738,3033,Thursday
4319703577,28/4/2016,10817,7.28,1,0,6,0,13,8,359,552,2367,Thursday
8378563200,28/4/2016,5417,4.30,1,0,3,0,11,10,139,711,2884,Thursday
3977333714,28/4/2016,7114,4.88,1,0,3,0,15,8,190,804,1407,Thursday
6775888955,28/4/2016,703,0.50,0,0,0,0,2,13,15,1410,1993,Thursday
1927972279,28/4/2016,1675,1.16,0,0,1,0,0,0,95,1167,2351,Thursday
2026352035,28/4/2016,6375,3.95,0,0,4,0,0,0,331,626,1649,Thursday
2320127002,28/4/2016,1532,1.03,0,0,1,0,0,0,76,1364,1473,Thursday
2347167796,28/4/2016,5439,3.60,0,0,4,0,0,0,229,764,1854,Thursday
3372868164,28/4/2016,5512,3.76,0,0,4,0,0,0,385,1055,1972,Thursday
4020332650,28/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Thursday
4445114986,28/4/2016,4493,3.01,0,0,3,0,0,0,236,762,2203,Thursday
5553957443,28/4/2016,11393,7.63,4,1,3,0,49,13,165,727,1999,Thursday
6117666160,28/4/2016,3403,2.60,0,0,3,0,0,0,141,758,1879,Thursday
6290855005,28/4/2016,5731,4.33,0,0,4,0,0,0,255,1185,2687,Thursday
8792009665,28/4/2016,6157,3.94,0,0,4,0,0,0,310,714,2780,Thursday
5577150313,28/4/2016,9841,7.43,3,1,3,0,99,51,141,692,3580,Thursday
4388161847,28/4/2016,10074,7.75,1,0,6,0,19,9,234,878,2969,Thursday
2873212765,28/4/2016,7913,5.41,2,0,3,0,28,7,213,1192,1835,Thursday
7007744171,28/4/2016,15128,10.12,1,1,8,0,16,16,401,1007,2836,Thursday
2022484408,28/4/2016,10140,7.12,0,1,5,0,6,20,291,1123,2296,Thursday
1624580081,28/4/2016,2759,1.79,0,0,2,0,0,5,115,1320,1401,Thursday
8053475328,28/4/2016,15447,12.40,10,0,2,0,90,9,153,1188,3062,Thursday
8877689391,29/4/2016,9733,7.39,1,0,6,0,18,5,210,1207,2698,Friday
8253242879,29/4/2016,6260,4.26,1,1,2,0,16,14,136,1257,1854,Friday
8378563200,29/4/2016,6175,4.90,0,0,4,0,3,7,172,767,2982,Friday
1503960366,29/4/2016,11181,7.15,1,1,6,0,16,12,243,815,1837,Friday
4445114986,29/4/2016,4676,3.14,0,0,3,0,0,0,226,1106,2196,Friday
7086361926,29/4/2016,7881,4.95,0,0,4,0,24,36,182,1198,2616,Friday
8583815059,29/4/2016,15168,11.83,4,3,5,0,46,67,258,1069,3513,Friday
4319703577,29/4/2016,7990,5.36,0,1,4,0,6,18,289,624,2175,Friday
3372868164,29/4/2016,9135,6.23,0,0,6,0,0,0,402,1038,2044,Friday
6962181067,29/4/2016,10762,7.11,1,0,6,0,12,15,369,645,2254,Friday
5577150313,29/4/2016,7924,5.92,3,1,2,0,97,36,165,739,3544,Friday
8792009665,29/4/2016,8360,5.35,0,0,5,0,6,14,380,634,3101,Friday
4702921684,29/4/2016,9930,8.05,1,1,6,0,12,19,267,692,3165,Friday
2022484408,29/4/2016,10245,7.19,0,1,6,0,21,40,281,1098,2611,Friday
3977333714,29/4/2016,10645,7.75,4,1,3,0,36,32,150,744,1545,Friday
1624580081,29/4/2016,2390,1.55,0,0,2,0,0,0,150,1290,1404,Friday
1644430081,29/4/2016,3176,2.31,0,0,2,0,0,0,120,1193,2498,Friday
1844505072,29/4/2016,4920,3.25,0,0,3,0,0,0,247,1082,1856,Friday
1927972279,29/4/2016,0,0.00,0,0,0,0,0,0,0,1440,2063,Friday
2026352035,29/4/2016,7604,4.71,0,0,5,0,0,0,352,492,1692,Friday
2320127002,29/4/2016,924,0.62,0,0,1,0,0,0,45,1395,1410,Friday
2347167796,29/4/2016,42,0.03,0,0,0,0,0,0,4,2,403,Friday
4020332650,29/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Friday
6117666160,29/4/2016,9592,7.24,0,0,7,0,0,0,461,479,2560,Friday
6290855005,29/4/2016,0,0.00,0,0,0,0,0,0,0,1440,2060,Friday
6775888955,29/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1841,Friday
4558609924,29/4/2016,7833,5.18,1,2,2,0,15,29,197,1096,1918,Friday
2873212765,29/4/2016,7365,4.95,1,1,2,0,20,23,206,1191,1780,Friday
8053475328,29/4/2016,12315,9.65,6,0,3,0,58,8,159,1215,2794,Friday
5553957443,29/4/2016,12764,8.33,3,1,5,0,46,15,270,709,2169,Friday
4388161847,29/4/2016,9232,7.10,1,1,5,0,13,16,236,1175,2979,Friday
7007744171,29/4/2016,20067,14.30,4,2,8,0,55,42,382,961,3180,Friday
8877689391,30/4/2016,27745,26.72,22,0,5,0,124,4,223,1089,4398,Saturday
1844505072,30/4/2016,4014,2.67,0,0,3,0,0,0,184,218,1763,Saturday
7086361926,30/4/2016,14560,9.41,3,1,5,0,42,17,308,584,2995,Saturday
8583815059,30/4/2016,10085,7.87,0,1,6,0,2,28,317,1093,3164,Saturday
2320127002,30/4/2016,4571,3.08,0,0,3,0,0,0,234,1206,1779,Saturday
5577150313,30/4/2016,12363,9.24,6,1,3,0,207,45,163,621,4501,Saturday
1644430081,30/4/2016,18213,13.24,1,3,9,0,9,71,402,816,3846,Saturday
4388161847,30/4/2016,12533,9.64,1,2,7,0,14,43,300,537,3283,Saturday
8053475328,30/4/2016,7135,5.59,3,0,3,0,27,1,131,1281,2408,Saturday
2022484408,30/4/2016,18387,12.91,1,1,11,0,13,23,361,1043,2732,Saturday
4558609924,30/4/2016,10319,6.82,0,2,4,0,7,29,293,1111,2105,Saturday
1503960366,30/4/2016,14673,9.25,4,1,4,0,52,34,217,712,1947,Saturday
1927972279,30/4/2016,0,0.00,0,0,0,0,0,0,0,1440,2064,Saturday
2026352035,30/4/2016,4729,2.93,0,0,3,0,0,0,233,594,1506,Saturday
4020332650,30/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Saturday
4445114986,30/4/2016,6222,4.18,0,0,4,0,0,0,290,797,2363,Saturday
5553957443,30/4/2016,1202,0.78,0,0,1,0,0,0,84,506,1463,Saturday
6117666160,30/4/2016,6987,5.28,0,0,5,0,0,0,343,1040,2275,Saturday
7007744171,30/4/2016,3761,2.52,0,0,3,0,0,0,200,1240,2051,Saturday
8253242879,30/4/2016,0,0.00,0,0,0,0,0,0,0,1440,0,Saturday
8378563200,30/4/2016,2946,2.34,0,0,2,0,0,0,121,780,2660,Saturday
4319703577,30/4/2016,8221,5.52,0,2,4,0,6,38,196,695,2092,Saturday
3372868164,30/4/2016,5250,3.58,1,0,2,0,17,4,300,1119,1946,Saturday
3977333714,30/4/2016,13238,9.20,4,2,3,0,43,52,194,687,1650,Saturday
6290855005,30/4/2016,6744,5.10,0,0,5,0,0,0,324,1116,2843,Saturday
2873212765,30/4/2016,8452,5.68,0,1,4,0,5,20,248,1167,1830,Saturday
4702921684,30/4/2016,10144,8.23,0,2,6,0,4,36,263,728,3115,Saturday
1624580081,30/4/2016,6474,4.30,1,1,2,0,11,23,224,1182,1655,Saturday
8792009665,30/4/2016,7174,4.59,0,0,4,0,10,20,301,749,2896,Saturday
6775888955,30/4/2016,2503,1.79,0,0,1,0,3,9,84,1344,2280,Saturday
6962181067,30/4/2016,10081,6.66,2,1,4,0,32,16,237,731,2002,Saturday
8583815059,1/5/2016,4512,3.52,1,0,2,0,10,2,117,1311,2596,Sunday
8877689391,1/5/2016,10930,8.32,3,1,5,0,36,12,166,1226,2786,Sunday
7086361926,1/5/2016,12390,8.07,2,1,5,0,30,15,258,685,2730,Sunday
6290855005,1/5/2016,9837,7.44,1,3,4,0,8,95,282,1055,3327,Sunday
3372868164,1/5/2016,3077,2.10,0,0,2,0,0,0,172,842,1237,Sunday
3977333714,1/5/2016,10414,7.07,3,2,2,0,41,40,124,691,1501,Sunday
8378563200,1/5/2016,11419,9.06,6,1,2,0,71,10,127,669,3369,Sunday
4388161847,1/5/2016,10255,7.89,1,1,6,0,12,15,241,579,2926,Sunday
2022484408,1/5/2016,10538,7.40,2,1,5,0,25,28,245,1142,2380,Sunday
1927972279,1/5/2016,2704,1.87,1,0,1,0,14,1,70,1355,2411,Sunday
1644430081,1/5/2016,6132,4.46,0,1,3,0,3,24,146,908,2696,Sunday
2026352035,1/5/2016,3609,2.28,0,0,2,0,0,0,191,716,1447,Sunday
2320127002,1/5/2016,772,0.52,0,0,1,0,0,0,40,1400,1403,Sunday
4020332650,1/5/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Sunday
4319703577,1/5/2016,1251,0.84,0,0,1,0,0,0,67,836,1593,Sunday
4445114986,1/5/2016,5232,3.51,0,0,4,0,0,0,240,741,2246,Sunday
4558609924,1/5/2016,3428,2.27,0,0,2,0,0,0,190,1121,1692,Sunday
4702921684,1/5/2016,0,0.00,0,0,0,0,0,0,0,1440,2017,Sunday
5553957443,1/5/2016,5164,3.37,0,0,3,0,0,0,237,436,1747,Sunday
6117666160,1/5/2016,8915,6.73,0,0,7,0,0,0,397,525,2361,Sunday
6962181067,1/5/2016,5454,3.61,0,0,4,0,0,0,215,722,1740,Sunday
7007744171,1/5/2016,5600,3.75,0,0,4,0,0,0,237,1142,2225,Sunday
8053475328,1/5/2016,1170,0.85,0,0,1,0,0,0,51,1389,1886,Sunday
